Time (s);Gyroscope X (deg/s);Gyroscope Y (deg/s);Gyroscope Z (deg/s);Accelerometer X (g);Accelerometer Y (g);Accelerometer Z (g);Magnetometer X (uT);Magnetometer Y (uT);Magnetometer Z (uT);Barometer (hPa)
22,31922484;-10,67935;-3,585831;-1140,375;4,466025;0,116143;-0,4528461;-13,27671;51,56997;19,78933;1006,164
22,33948088;-32,96047;19,03277;-1176,332;5,001835;0,6830655;-0,8505396;-43,60517;25,10449;20,63189;1006,164
22,35973263;-39,52103;25,08814;-1188,011;4,647089;1,497717;-1,011971;-43,60517;25,10449;20,63189;1006,161
22,37998867;-42,8632;29,48125;-1182,324;3,867423;1,325874;-0,3960617;-38,67523;-16,06448;20,44494;1006,161
22,39771271;-24,9764;27,52216;-1163,674;3,123348;1,848736;-0,00463517;-38,67523;-16,06448;20,44494;1006,155
22,41796827;-21,63423;24,13828;-1146,429;2,865494;1,719126;0,1516357;-38,67523;-16,06448;20,44494;1006,155
22,43822432;-16,74476;22,00109;-1143,555;2,458619;1,137373;0,2514196;0,8947916;-38,30908;18,11153;1006,156
22,45848036;-13,58827;30,78731;-1128,696;2,018934;0,9803823;0,236341;0,8947916;-38,30908;18,11153;1006,156
22,4787364;-15,25935;21,22932;-1112,002;2,432553;0,188042;-0,3781372;37,30442;-17,98428;18,00603;1006,154
22,49899197;-21,51045;18,7953;-1100,567;1,954247;-0,386235;-0,4761009;37,30442;-17,98428;18,00603;1006,154
22,51924801;-16,37341;13,57106;-1084,668;2,74999;-0,1301428;0,1332635;37,30442;-17,98428;18,00603;1006,154
22,53950405;-20,08693;10,00907;-1072,315;2,641079;-1,121019;-0,009966781;38,39804;24,16233;18,87964;1006,154
22,5597558;-20,45828;15,47078;-1066,384;3,366424;0,2202596;0,3501631;38,39804;24,16233;18,87964;1006,159
22,58001185;-16,18773;14,34282;-1061,675;3,285115;-0,5878965;-0,3782653;5,964248;50,30782;19,82888;1006,159
22,59773588;-98,81359;-8,810074;-1089,07;3,707044;-0,4297501;-1,79781;5,964248;50,30782;19,82888;1006,168
22,61799192;-31,04182;39,69227;-1107,049;1,943779;-0,2958864;-1,395253;5,964248;50,30782;19,82888;1006,168
22,63824797;-13,46449;1,519679;-1109,311;4,231164;0,06509884;0,2311652;-31,82688;41,41542;20,70405;1006,173
22,65850353;-6,84204;21,88235;-1154,562;4,374675;-0,3444407;-1,501912;-31,82688;41,41542;20,70405;1006,173
22,67875958;-19,71558;37,97065;-1189,112;3,069715;1,009598;0,04908137;-46,11568;3,352862;21,28666;1006,174
22,69901562;-27,63776;17,25177;-1168,443;4,199505;1,853456;-1,243559;-46,11568;3,352862;21,28666;1006,174
22,71927166;-29,98966;13,33359;-1168,566;3,34244;2,866861;-0,5732294;-46,11568;3,352862;21,28666;1006,173
22,73952723;-14,45476;18,49847;-1144,472;2,97293;1,910399;0,2086164;-21,17961;-32,3436;19,74458;1006,173
22,75977945;-22,06748;31,38098;-1154,195;4,260602;1,857944;0,04317402;-21,17961;-32,3436;19,74458;1006,171
22,7800355;-36,11697;42,18566;-1157,253;4,167879;1,547501;-0,9119832;22,29248;-32,84478;18,43585;1006,171
22,79775906;-36,42643;33,22134;-1178,839;2,798166;1,211324;-0,3327613;22,29248;-32,84478;18,43585;1006,166
22,8180151;-37,47859;32,56831;-1205,011;2,191509;0,9040222;-1,327273;22,29248;-32,84478;18,43585;1006,166
22,83827114;-24,04802;3,597503;-1207,274;3,235926;-0,1260978;-0,67625;42,67394;2,330722;18,94628;1006,162
22,85852623;-19,09666;-2,517236;-1196,633;4,21168;-0,2065679;-0,2988385;42,67394;2,330722;18,94628;1006,162
22,87878227;-20,64396;-0,854977;-1171,807;4,458798;-0,8387204;-0,463322;22,04828;42,27654;21,18804;1006,164
22,89903832;-22,25315;12,6212;-1168,138;4,029147;-0,02402012;-0,161752;22,04828;42,27654;21,18804;1006,164
22,91929436;-21,44856;15,05522;-1160,983;4,107644;-0,1828455;-0,6575537;22,04828;42,27654;21,18804;1006,176
22,93954992;-25,71911;16,95494;-1155,602;3,914899;0,5975691;-0,3694046;-21,07549;47,00376;21,63568;1006,176
22,95980215;-13,58827;11,25577;-1142,271;4,738644;0,885376;-0,7533883;-21,07549;47,00376;21,63568;1006,183
22,97752619;-11,97908;25,97863;-1130,836;3,920199;1,57745;-0,08155013;-45,72205;12,98546;22,03131;1006,183
22,99778175;-10,80313;30,72795;-1108,761;3,911177;1,877795;-0,63638;-45,72205;12,98546;22,03131;1006,183
23,0180378;-16,62098;32,03401;-1094,024;2,964702;1,30764;0,01962907;-45,72205;12,98546;22,03131;1006,183
23,03829384;-17,67314;28,35329;-1083,2;3,075689;1,781588;-0,287653;-30,10604;-25,42817;20,32904;1006,185
23,05854988;-23,67667;31,55907;-1080,204;3,129314;1,897056;-0,0693277;-30,10604;-25,42817;20,32904;1006,185
23,07880545;-15,19746;39,87037;-1131,814;3,44542;1,599233;-0,724094;9,839483;-36,98936;20,37898;1006,179
23,09906149;-54,31322;4,844197;-1249,284;3,879029;2,107448;0,7825416;9,839483;-36,98936;20,37898;1006,179
23,11931753;-32,03209;7,515685;-1210,331;3,170861;2,782173;-0,1157534;9,839483;-36,98936;20,37898;1006,172
23,13957357;-40,63508;5,437861;-1242,863;2,813437;1,307157;-1,526859;39,13631;-11,18525;19,94318;1006,172
23,15982533;-17,92071;8,940478;-1231,55;3,986289;-0,4255064;-0,7823271;39,13631;-11,18525;19,94318;1006,169
23,17754936;-14,94989;23,66335;-1218,831;4,279117;-0,2435792;-0,1114367;33,11638;31,77767;20,58364;1006,169
23,19780541;-22,12937;14,99585;-1188,317;4,68412;-0,8056412;0,004029538;33,11638;31,77767;20,58364;1006,172
23,21806145;-30,67047;18,20164;-1192,659;3,833362;0,04327175;-0,0814748;33,11638;31,77767;20,58364;1006,172
23,23831701;-22,93397;-8,928807;-1195,227;3,115357;-0,2527217;-0,4953791;-8,252951;50,11222;22,16104;1006,179
23,25857306;-7,956096;-21,98942;-1208,68;4,382463;1,216387;-1,450785;-8,252951;50,11222;22,16104;1006,179
23,2788291;-4,490143;-1,982939;-1221,522;5,977157;0,9727183;-0,9580151;-42,86745;25,47539;23,08228;1006,182
23,29908514;-16,68287;26,80976;-1227,453;5,203619;2,225117;-1,178536;-42,86745;25,47539;23,08228;1006,182
23,31934071;-30,73236;47,58801;-1219,809;4,155359;1,985177;-0,760415;-35,73389;-17,86647;22,86382;1006,175
23,33959675;-30,73236;33,4588;-1209,475;3,851651;2,042057;-0,452082;-35,73389;-17,86647;22,86382;1006,175
23,35984898;-37,66427;27,52216;-1204,644;3,280608;1,812485;-0,01674859;-35,73389;-17,86647;22,86382;1006,174
23,37757254;-30,05155;26,51293;-1208,313;3,155729;1,258121;-0,1693623;5,245982;-37,61153;20,48203;1006,174
23,41808462;-35,99318;20,27946;-1196,817;2,783273;0,5313751;-0,3189844;39,14702;-12,65598;20,39675;1006,169
23,43834066;-39,33535;11,25577;-1186,972;3,337808;-0,2251938;-0,6136397;39,14702;-12,65598;20,39675;1006,167
23,45859671;-34,38399;10,12781;-1169,727;3,610328;-0,549409;-0,6705415;39,14702;-12,65598;20,39675;1006,167
23,47885227;-25,16208;4,606731;-1150,037;3,935073;-0,2437646;-0,5536179;33,13711;30,67671;21,41414;1006,172
23,49910832;-25,59532;12,79929;-1132,487;3,773427;-0,7149774;-0,7677473;33,13711;30,67671;21,41414;1006,172
23,51936436;-25,16208;16,24254;-1123,009;3,769908;0,2195407;-0,3708023;-5,341818;50,08453;23,36489;1006,179
23,5396204;-25,65722;14,34282;-1124,354;4,085207;-0,1442945;-0,3880294;-5,341818;50,08453;23,36489;1006,179
23,55987215;45,6424;28,17519;-1166,242;1,89574;0,4531031;-2,72207;-5,341818;50,08453;23,36489;1006,185
23,57759619;-18,47774;32,39021;-1198,713;5,390069;-0,4610631;-1,416838;-39,60962;29,73483;23,36132;1006,185
23,59785128;-5,604199;25,62243;-1225,985;4,78728;0,8149839;-0,9487725;-39,60962;29,73483;23,36132;1006,185
23,61810732;-20,70585;34,28993;-1272,949;5,901587;1,115161;-1,600321;-40,01791;-12,04949;22,91352;1006,18
23,63836336;-22,43883;29,36252;-1264,143;3,553421;1,837645;-0,1085734;-40,01791;-12,04949;22,91352;1006,18
23,6586194;-37,04535;11,5526;-1258,273;3,616273;1,656492;-0,6530901;-40,01791;-12,04949;22,91352;1006,176
23,67887497;-25,84289;18,67657;-1224,824;2,507;0,8529761;0,3765424;-1,530605;-37,52994;21,44977;1006,171
23,71938706;-42,98698;34,82423;-1210,27;3,663817;0,8253817;0,001125325;36,64412;-16,18433;20,85587;1006,166
23,7396431;-36,30264;28,65012;-1232,529;3,718659;0,8089902;0,03558048;36,64412;-16,18433;20,85587;1006,166
23,75989485;-51,03294;-14,09368;-1249,712;3,274193;0,3658793;-0,4606271;36,64412;-16,18433;20,85587;1006,168
23,77761889;-32,7748;-6,554152;-1266,711;3,901876;0,1168505;-1,684564;35,29024;27,09516;21,83707;1006,168
23,79787493;-14,26908;12,4431;-1267,262;4,124538;0,6360312;-1,443657;35,29024;27,09516;21,83707;1006,168
23,83838654;-26,5237;28,41266;-1254,665;4,993724;0,7201381;-0,2086182;-3,534869;49,70108;24,53171;1006,173
23,85864258;-20,21072;18,67657;-1243,046;4,925883;1,061103;-0,3720636;-3,534869;49,70108;24,53171;1006,176
23,87889862;-11,7934;20,04199;-1230,816;4,770918;0,7236535;-0,4313075;-40,99688;26,56412;24,30036;1006,176
23,89915419;-8,884477;29,89682;-1224,212;4,687451;1,980078;-0,7453687;-40,99688;26,56412;24,30036;1006,172
23,91941023;-22,31504;34,3493;-1216,752;3,852485;1,64725;-0,3679384;-35,72407;-17,86485;23,24342;1006,172
23,93966627;-20,64396;31,67781;-1204,216;3,413937;1,864552;-0,6230427;-35,72407;-17,86485;23,24342;1006,169
23,95991802;-28,13289;21,46679;-1191,375;3,025464;1,204974;-0,4537891;-35,72407;-17,86485;23,24342;1006,169
23,97764206;-28,81371;20,33883;-1178,839;2,546841;1,158073;-0,6650684;3,807628;-36,91459;21,71063;1006,164
23,9978981;-29,98966;17,01431;-1164,407;2,93671;0,4855521;-0,640568;3,807628;-36,91459;21,71063;1006,164
24,01815414;-30,73236;8,465548;-1157,314;2,652497;0,4013664;-0,5313227;38,1465;-13,31224;22,0056;1006,157
24,03841019;-56,41755;74,77782;-1159,271;4,910327;2,415185;3,197263;38,1465;-13,31224;22,0056;1006,157
24,05866575;-15,6926;9,652876;-1233,507;3,414582;1,302554;4,460021;38,1465;-13,31224;22,0056;1006,155
24,0789218;-40,20184;50,91252;-1275,945;2,539463;-2,341717;-1,303882;33,91351;28,52771;23,05901;1006,155
24,09917784;-2,076354;0,9853814;-1290,499;3,458299;-0,1803398;0,0187973;33,91351;28,52771;23,05901;1006,162
24,11943388;0,3993267;7,278219;-1316,977;5,414446;0,5392537;-0,6460677;-4,29125;49,33787;23,7276;1006,162
24,13968945;-15,50692;22,95095;-1294,29;5,72311;0,9191358;-0,7644682;-4,29125;49,33787;23,7276;1006,17
24,15994167;-21,63423;17,9048;-1274,967;6,218596;1,783292;-0,2823486;-4,29125;49,33787;23,7276;1006,17
24,17766571;-20,39639;15,29268;-1247,755;4,844936;1,544009;-0,0164536;-41,35544;24,72919;24,70119;1006,166
24,19792128;-10,61745;15,58952;-1248,305;4,567724;1,019136;-0,5440882;-41,35544;24,72919;24,70119;1006,166
24,21817732;3,493928;31,49971;-1259,068;4,53836;0,2818977;-1,074819;-33,58168;-20,03703;23,21322;1006,161
24,23843336;-13,83584;43,31363;-1278,819;4,841615;2,375211;0,5868028;-33,58168;-20,03703;23,21322;1006,161
24,27894449;-43,04887;14,46155;-1289,643;3,294008;0,9647877;-1,455031;8,127891;-35,85401;22,87636;1006,158
24,31945658;-31,28939;2,588274;-1287,869;4,142324;0,2683537;-0,1453682;39,93741;-6,581298;22,3615;1006,146
24,33971214;-33,08426;5,497227;-1282,06;3,906463;-0,419269;-0,4025981;39,93741;-6,581298;22,3615;1006,141
24,35996437;-33,14615;11,7307;-1276,801;4,389596;0,1567448;-0,07139675;26,37563;37,93917;22,77261;1006,141
24,37768841;-34,01264;9,949708;-1273,927;4,542947;-0,08228654;-0,8819952;26,37563;37,93917;22,77261;1006,142
24,41820002;-27,51398;15,35205;-1260,352;5,348337;0,8787315;-0,04176826;-18,85669;46,99151;24,50021;1006,151
24,43845606;-18,41585;17,01431;-1242,374;4,657052;1,156802;0,009028133;-18,85669;46,99151;24,50021;1006,151
24,4587121;-15,63071;22,89158;-1225,924;4,839024;1,551124;-0,5329975;-18,85669;46,99151;24,50021;1006,154
24,47896767;-26,09046;15,58952;-1214,55;4,68302;1,909312;-0,8327154;-44,26161;11,93479;24,03337;1006,154
24,49922371;-26,77127;23,72271;-1203,788;3,943383;1,847275;-0,27311;-44,26161;11,93479;24,03337;1006,146
24,51947975;-27,01884;26,5723;-1197,428;3,62106;1,593846;-0,03437638;-24,3381;-27,9972;23,07267;1006,146
24,53973579;-18,29206;31,08414;-1196,083;3,501675;1,712778;-0,09710427;-24,3381;-27,9972;23,07267;1006,145
24,55745554;-30,91804;21,76362;-1194,738;3,184318;1,866025;-0,5328805;-24,3381;-27,9972;23,07267;1006,145
24,57771158;-74,55192;-15,16228;-1246,471;4,23195;1,572753;0,7339728;18,4578;-33,46071;21,81444;1006,135
24,59796763;-61,55459;21,34805;-1275,823;2,448123;0,6146925;-0,5479572;18,4578;-33,46071;21,81444;1006,135
24,61822367;-46,26726;-20,92082;-1298,632;3,330795;1,424605;-0,2227283;42,04195;0,5660536;20,61857;1006,129
24,63847923;-16,55909;20,57629;-1332,081;3,393775;0,8355159;-1,133372;42,04195;0,5660536;20,61857;1006,129
24,65873528;-20,14882;17,78607;-1321,869;5,230135;-0,02305271;-0,145538;21,40536;41,55309;22,40988;1006,13
24,67899132;-23,80045;22,83221;-1307,743;6,212131;0,1716804;-0,3079219;21,40536;41,55309;22,40988;1006,13
24,69924736;-15,38314;12,265;-1271,359;5,987399;0,3993244;-0,08467298;21,40536;41,55309;22,40988;1006,137
24,71950293;-21,20099;2,410175;-1273,927;4,794004;0,1544111;-0,1291972;-25,32111;44,60566;23,39008;1006,137
24,73975897;-8,203665;7,871883;-1288,359;4,344608;-0,1262384;-0,3472349;-25,32111;44,60566;23,39008;1006,141
24,75747919;-26,02857;7,871883;-1313,063;5,994905;0,6185569;-0,4861803;-44,64305;3,715324;23,72134;1006,141
24,77773476;2,936899;33,9931;-1319,729;4,876399;2,273067;-1,043543;-44,64305;3,715324;23,72134;1006,139
24,7979908;-34,81723;27,28469;-1319,667;4,282728;1,676149;-0,2204114;-44,64305;3,715324;23,72134;1006,139
24,81824684;-44,96753;28,23456;-1296,308;4,3212;1,071669;-0,2470031;-15,02017;-32,70417;23,35007;1006,131
24,83850288;-43,72968;17,66734;-1290,866;3,607481;0,6143013;-0,4416685;-15,02017;-32,70417;23,35007;1006,131
24,85875893;-46,76239;18,9734;-1283,406;3,486305;1,296176;-0,4207318;29,22226;-24,67983;23,16577;1006,121
24,87901402;-47,62888;13,03676;-1288,481;3,563905;0,5268465;-0,7099718;29,22226;-24,67983;23,16577;1006,121
24,89927006;-42,49184;3,419404;-1285,974;4,030401;-0,05404698;-0,1798694;29,22226;-24,67983;23,16577;1006,118
24,91952562;-42,42995;-1,745473;-1284,139;4,070345;0,2019231;-0,6271753;37,47156;17,751;23,50399;1006,118
24,93978167;-30,11344;0,1542518;-1285,423;4,583954;0,1887841;-0,8500987;37,47156;17,751;23,50399;1006,124
24,95750189;-23,55289;6,031525;-1274,844;4,996197;-0,1699559;-0,6875677;4,324697;48,20326;25,19695;1006,124
24,97775745;-16,86855;8,168715;-1262,553;5,688726;0,7290671;-0,6491845;4,324697;48,20326;25,19695;1006,136
24,9980135;-22,81018;28,94695;-1249,834;5,138702;1,079528;-0,01315517;4,324697;48,20326;25,19695;1006,136
25,01826954;-15,38314;27,87836;-1233,446;5,033601;1,402926;-0,283844;-35,96969;31,85583;26,62304;1006,141
25,03852558;-17,9826;29,36252;-1221,032;4,808483;1,975181;-0,03289795;-35,96969;31,85583;26,62304;1006,141
25,05878162;-28,44236;35,2398;-1218,709;4,40918;1,247342;0,1209127;-38,16767;-11,01469;25,71505;1006,135
25,07903719;2,379871;-6,850984;-1225,557;4,759566;2,053583;-0,01673097;-38,16767;-11,01469;25,71505;1006,135
25,09929323;-28,38046;20,81376;-1260,23;5,022207;2,364209;-0,5608485;-38,16767;-11,01469;25,71505;1006,133
25,11954927;-3,871223;2,766373;-1305,542;4,850587;2,366262;-0,8081913;-2,852585;-34,67726;24,74931;1006,133
25,13980532;-61,98783;14,87712;-1343,638;4,080769;2,823354;-1,166066;-2,852585;-34,67726;24,74931;1006,119
25,15752506;-32,83669;17,42987;-1369,872;4,243109;0,2768892;-0,3222767;34,59707;-16,51197;24,63716;1006,119
25,17778111;-41,68725;16,83621;-1352,383;4,091908;-0,6681226;-0,5436879;34,59707;-16,51197;24,63716;1006,114
25,19803715;-29,49452;15,17395;-1329,085;5,253439;-1,21613;-0,2539185;34,59707;-16,51197;24,63716;1006,114
25,21829271;-33,88885;13,15549;-1294,107;4,883079;-0,6896091;-0,5551486;32,49755;28,18532;25,18094;1006,122
25,23854876;-36,17886;18,55783;-1290,744;4,366188;0,3084618;-0,266422;32,49755;28,18532;25,18094;1006,122
25,2588048;-30,23722;-2,517236;-1298,143;4,340233;-0,100612;0,8314571;-10,27998;47,27235;26,78309;1006,128
25,27906084;30,78831;-12,37206;-1324,988;5,213814;1,28514;-0,09450981;-10,27998;47,27235;26,78309;1006,128
25,29931641;-9,689073;22,53538;-1345,045;6,247263;1,189653;-0,9434918;-10,27998;47,27235;26,78309;1006,131
25,31957245;-41,93481;33,87437;-1330,308;5,231647;1,457926;-0,4883526;-42,01825;18,36871;27,67358;1006,131
25,33982849;-47,13375;25,20687;-1317,65;4,538762;1,665707;-0,5316761;-42,01825;18,36871;27,67358;1006,127
25,35754824;-35,8694;35,12106;-1303,524;4,449592;1,821554;-1,290836;-26,76207;-24,39555;26,39042;1006,127
25,43857145;-49,0524;16,12381;-1316,549;4,241014;0,3292;-0,6847047;17,50255;-32,0235;25,11637;1006,113
25,4588275;-32,58912;11,07767;-1309,333;4,121781;-0,2445877;-0,8924981;40,01838;4,537013;25,19115;1006,107
25,47908354;-27,45208;15,23332;-1302,117;4,57471;0,4064244;-0,5641554;40,01838;4,537013;25,19115;1006,107
25,51959515;-19,34423;11,3745;-1267,996;5,43436;0,6377494;-0,4444078;15,80699;42,6775;26,25682;1006,117
25,53985119;-19,46801;15,53015;-1250,874;4,96354;0,6180531;-0,5731074;15,80699;42,6775;26,25682;1006,123
25,55757093;-25,53343;21,40742;-1245,982;5,314186;0,8955008;-0,170423;-28,07431;39,6283;28,42305;1006,123
25,57782698;-23,49099;17,37051;-1238,766;5,138602;0,6798444;-0,3579982;-28,07431;39,6283;28,42305;1006,128
25,59808302;-18,97288;30,90604;-1244,208;4,923717;1,747039;-0,2333037;-28,07431;39,6283;28,42305;1006,128
25,61833906;-35,93129;67,53512;-1273,377;4,653112;0,904413;-0,9908857;-42,03914;-0,2248789;27,36577;1006,124
25,6385951;-24,17181;44,50095;-1325,66;5,238473;2,3854;-0,3156962;-42,03914;-0,2248789;27,36577;1006,124
25,65885067;-46,08158;22,53538;-1349,02;4,654074;3,224745;0,004121296;-12,50646;-32,41503;25,76295;1006,115
25,67910671;-43,6059;35,00233;-1384,67;4,308381;2,255209;-0,8227337;-12,50646;-32,41503;25,76295;1006,115
25,69936276;-43,54401;18,14227;-1368,832;4,54539;0,2575173;-0,4297567;29,65433;-23,20095;25,61468;1006,101
25,7196188;-34,13642;18,4391;-1349,203;3,82747;-0,7575434;-0,3677056;29,65433;-23,20095;25,61468;1006,101
25,73987436;-30,85614;18,4391;-1316,488;3,772683;-0,2634473;-0,3703744;29,65433;-23,20095;25,61468;1006,094
25,75759459;-38,46886;24,73194;-1324,926;3,968428;0,9499844;0,09011853;35,76159;22,07701;25,9782;1006,094
25,77785063;-44,16293;-4,179495;-1316,121;3,61484;0,657434;-0,3941239;35,76159;22,07701;25,9782;1006,104
25,81836224;-32,09399;3,597503;-1351,588;6,074162;0,1829236;-1,368138;-3,083536;47,19514;27,83208;1006,116
25,89938545;-29,24695;45,98511;-1329,574;4,800638;2,18727;-0,7331281;-30,63696;-20,35521;28,09016;1006,104
25,9196415;-33,64128;30,60921;-1327,189;4,620183;1,41825;-0,286077;-30,63696;-20,35521;28,09016;1006,104
25,97787333;-42,49184;23,90081;-1323,887;3,469682;0,534984;-0,3551358;12,12235;-33,37122;25,6214;1006,1
25,99812889;-34,81723;9,890341;-1318,567;4,174605;0,3159219;-0,4387994;39,28111;-0,1178085;25,24073;1006,088
26,01838493;-40,44941;8,346815;-1308,538;4,548552;-1,0802;-0,8785366;39,28111;-0,1178085;25,24073;1006,088
26,03864098;-27,51398;5,437861;-1293,312;4,966342;-0,1802483;-0,7847023;39,28111;-0,1178085;25,24073;1006,089
26,05889702;-19,65369;12,73993;-1276,74;5,285168;0,01363062;-0,6422173;19,01144;39,8219;27,03176;1006,089
26,07915306;-29,24695;19,62643;-1266,161;5,636556;-0,006542994;-0,6282862;19,01144;39,8219;27,03176;1006,095
26,09940863;-31,04182;22,59475;-1264,266;5,217029;1,07058;-0,6319494;-24,8374;41,3688;27,96116;1006,095
26,11966467;-22,12937;23,12905;-1261,758;5,247732;0,4335188;-0,3854767;-24,8374;41,3688;27,96116;1006,098
26,13992071;22,61856;47,70674;-1291,722;5,90573;1,716875;-3,468344;-24,8374;41,3688;27,96116;1006,098
26,15764046;-18,35396;36,84269;-1348,53;4,981451;0,4519974;-0,6268495;-41,63713;3,335088;28,59742;1006,098
26,1778965;-19,83937;50,25949;-1370,667;6,056916;3,465106;-0,1801382;-41,63713;3,335088;28,59742;1006,098
26,19815254;-31,28939;34,88359;-1419,098;5,250966;2,991514;-1,351889;-14,56685;-31,28315;26,62191;1006,092
26,21840763;-47,56699;23,66335;-1409,68;3,541269;0,3579518;-1,096351;-14,56685;-31,28315;26,62191;1006,092
26,23866367;-39,95427;20,22009;-1359,537;3,513834;-0,5285303;-0,1844707;-14,56685;-31,28315;26,62191;1006,08
26,25891972;-26,21424;22,65412;-1328,106;3,512784;0,3585847;-0,9644663;30,33797;-22,90028;25,97766;1006,08
26,27917576;-39,95427;23,36651;-1325,11;3,717257;0,465996;-0,2542742;30,33797;-22,90028;25,97766;1006,069
26,29943132;-61,18324;-6,494785;-1333,854;4,353917;1,873528;-0,3051727;35,03669;22,45522;26,37083;1006,069
26,31968737;-33,20804;-22,04878;-1359,537;5,325346;-0,09121089;-0,1100498;35,03669;22,45522;26,37083;1006,078
26,33994341;-32,52723;20,33883;-1379,228;5,943515;0,01120136;-1,258417;35,03669;22,45522;26,37083;1006,078
26,35766316;-26,70938;34,5274;-1362,106;6,516627;0,4068598;-0,02562309;-3,806978;47,20547;28,29066;1006,088
26,3779192;-23,73856;51,68428;-1352,016;5,360292;0,8433942;-0,4514057;-3,806978;47,20547;28,29066;1006,088
26,39817524;-16,62098;48,77533;-1340,275;5,048146;1,563035;-0,3553292;-39,1164;22,63425;28,40336;1006,089
26,41843128;-26,09046;38,97988;-1347,43;5,512551;1,441115;-0,8707875;-39,1164;22,63425;28,40336;1006,089
26,43868685;-25,40965;34,7055;-1358,314;5,203578;1,880203;-0,2596437;-39,1164;22,63425;28,40336;1006,083
26,45894289;-37,84994;33,57753;-1367,915;4,658646;1,489563;-0,1571543;-28,50406;-21,85406;27,67545;1006,083
26,47919893;-41,06833;27,40343;-1361,616;4,053304;1,52969;-0,3976342;-28,50406;-21,85406;27,67545;1006,083
26,49945498;-36,30264;32,44957;-1358,498;3,893337;0,9642645;-0,4815368;15,76911;-31,9961;26,7993;1006,083
26,51971054;-31,28939;12,73993;-1345,595;4,206712;0,1767878;-0,2466444;15,76911;-31,9961;26,7993;1006,073
26,53743458;-33,82696;19,21087;-1332,692;4,451526;-0,2664541;-0,2725181;15,76911;-31,9961;26,7993;1006,073
26,55768681;-27,26641;25,97863;-1316,243;4,416427;-0,2468744;-0,4777705;39,32568;3,816147;26,85717;1006,072
26,5779419;-32,58912;17,66734;-1304,93;4,875977;-0,6185424;-0,6146777;39,32568;3,816147;26,85717;1006,072
26,59819794;-24,91451;18,55783;-1293,067;4,868004;0,5164335;-0,1344221;14,74705;42,39037;27,92757;1006,082
26,61845398;-31,41317;10,18717;-1291,11;5,325931;0,0169827;-0,6845498;14,74705;42,39037;27,92757;1006,082
26,65896559;-16,80666;20,69502;-1292,028;5,480031;1,246486;-0,5266294;-28,42119;38,22477;29,26364;1006,09
26,67922163;-24,41937;43,37299;-1289,276;5,03735;1,138076;-0,3884533;-28,42119;38,22477;29,26364;1006,093
26,69947767;-53,57051;134,5004;-1310,373;4,807414;1,320863;-0,03879659;-39,87547;-2,393564;28,15805;1006,093
26,71973324;-32,40345;63,55757;-1332,387;4,396557;2,333992;0,2619568;-39,87547;-2,393564;28,15805;1006,089
26,73745728;-31,78452;11,61197;-1363,145;5,539298;3,008666;2,321674;-39,87547;-2,393564;28,15805;1006,089
26,7577095;-40,38752;20,99186;-1400,752;4,79272;3,959382;-0,4476175;-8,188555;-32,76597;26,87567;1006,086
26,79822111;-20,64396;10,54337;-1389,501;5,007252;0,5726773;-0,8901516;32,18888;-18,62439;26,35007;1006,071
26,81847715;-36,73589;16,53938;-1353,545;4,294332;-2,04652;-0,2801845;32,18888;-18,62439;26,35007;1006,071
26,8387332;-38,90211;14,40219;-1352,016;4,386863;0,514185;0,159832;31,86594;27,15696;26,84789;1006,073
26,85898924;-38,28319;-12,49079;-1346,573;4,283241;1,182735;-0,8350462;31,86594;27,15696;26,84789;1006,073
26,8792448;-49,42375;-16,11214;-1378,494;5,403097;-0,03244885;-1,163926;31,86594;27,15696;26,84789;1006,08
26,89950037;-38,28319;-1,092443;-1384,609;6,608497;0,274351;-0,7738805;-10,22829;45,86971;28,81792;1006,08
26,91975641;-35,68372;37,97065;-1385,159;6,535063;2,086575;-0,9128927;-10,22829;45,86971;28,81792;1006,089
26,93747997;-23,92424;47,29117;-1365,469;5,152572;1,367201;-0,2497603;-10,22829;45,86971;28,81792;1006,089
26,9577322;-33,20804;59,69875;-1355,929;4,940182;1,495603;-0,05549259;-40,55836;16,21358;29,68366;1006,085
26,97798777;-33,82696;47,64737;-1348,469;4,808012;2,381886;-0,2832172;-40,55836;16,21358;29,68366;1006,085
27,01849985;-42,8632;25,5037;-1359,354;4,073429;2,182575;-0,3827929;-22,72819;-26,21181;28,40613;1006,09
27,03875589;-42,8632;27,1066;-1367,059;3,747801;0,8087229;-0,5927361;21,83407;-28,1388;26,64122;1006,086
27,05901194;-44,59617;20,39819;-1362,839;4,033957;0,4345225;-0,7673521;21,83407;-28,1388;26,64122;1006,086
27,0792675;-42,18238;0,8072822;-1357,214;4,550079;-0,1056811;-0,6210547;21,83407;-28,1388;26,64122;1006,091
27,09952354;-36,48832;5,675326;-1346,635;4,938551;-0,1218569;-0,514942;38,5946;11,37172;26,81805;1006,091
27,11977959;-31,1656;4,428632;-1331,103;5,108796;-0,3009249;-1,370001;38,5946;11,37172;26,81805;1006,097
27,13750362;-30,23722;16,30191;-1318,139;5,620273;0,2282091;-0,5961114;6,930968;45,67458;28,89439;1006,097
27,23877859;70,27541;-4,476327;-1329,329;4,493098;4,377332;0,2899941;-36,97978;-10,27706;28,97609;1006,116
27,25903463;-38,1594;-38,9682;-1332,142;5,069471;0,8045215;-0,08864751;-36,97978;-10,27706;28,97609;1006,116
