Time (s);Gyroscope X (deg/s);Gyroscope Y (deg/s);Gyroscope Z (deg/s);Accelerometer X (g);Accelerometer Y (g);Accelerometer Z (g);Magnetometer X (uT);Magnetometer Y (uT);Magnetometer Z (uT);Barometer (hPa)
49,89947939;-18,7872;7,456318;-745,6516;0,5796608;-0,2892354;-0,2659589;40,50391;-17,70412;6,667045;1006,189
49,91720247;-5,480415;20,81376;-744,7343;0,5629815;-0,3013577;-0,279869;40,50391;-17,70412;6,667045;1006,189
49,93745804;-12,28854;13,80852;-742,2883;0,9772406;-0,8007405;0,0375285;40,50391;-17,70412;6,667045;1006,186
49,95770931;-11,85529;10,8402;-737,2128;1,276325;-0,3407047;0,1700953;45,57374;12,24799;7,607127;1006,186
49,9779644;-14,08341;1,757145;-730,8532;1,418223;-0,7689763;0,150266;45,57374;12,24799;7,607127;1006,191
49,99821997;-13,83584;-3,407732;-727,918;1,811824;-0,8175431;-0,1160483;31,70701;39,89993;8,526973;1006,191
50,01847506;-12,90746;-1,923572;-727,3677;1,841294;-0,4561968;-0,2653987;31,70701;39,89993;8,526973;1006,194
50,03873015;-9,193936;-1,033076;-729,2021;2,039852;-0,2453021;-0,4198257;31,70701;39,89993;8,526973;1006,194
50,07924032;-7,894204;5,437861;-732,6266;2,267728;-0,1321452;-0,5658065;5,022337;54,13676;9,375957;1006,201
50,09949541;-11,42205;8,049983;-731,3424;2,50175;0,1825759;-0,5177261;-24,25358;50,17798;10,03268;1006,202
50,11721849;-3,623655;6,268991;-729,0187;2,339557;0,5373787;-0,4149649;-24,25358;50,17798;10,03268;1006,202
50,13747406;-4,675819;13,74916;-728,1014;2,407325;0,7437523;-0,2653717;-24,25358;50,17798;10,03268;1006,205
50,19823599;-11,73151;9,830975;-724,1879;1,97664;1,099829;-0,6229292;-49,61505;-0,5889008;9,299039;1006,204
50,23874617;-15,32125;17,84544;-724,4936;1,376092;1,290703;-0,2712043;-49,61505;-0,5889008;9,299039;1006,206
50,25900173;-17,54936;19,38896;-719,785;1,151673;1,171166;-0,1995409;-35,7476;-26,82959;8,368939;1006,209
50,27925682;-20,95342;20,22009;-720,3965;1,186027;0,9818777;-0,2604145;-35,7476;-26,82959;8,368939;1006,209
50,29951191;-21,75802;17,31114;-724,7382;0,7485541;0,8781059;-0,2899769;-8,327463;-39,97041;7,496229;1006,207
50,31723547;-19,71558;12,6212;-723,1483;0,5293076;0,7399719;-0,3901173;-8,327463;-39,97041;7,496229;1006,207
50,33749056;-18,66342;11,07767;-722,0476;0,4403124;0,4747482;-0,3742199;-8,327463;-39,97041;7,496229;1006,203
50,35774183;-20,02504;6,684555;-722,4756;0,5204883;0,2209246;-0,1903572;19,82424;-37,10691;6,048598;1006,203
50,3779974;-21,20099;8,465548;-721,1915;0,5097011;0,2132619;-0,1204267;19,82424;-37,10691;6,048598;1006,204
50,39825201;-23,98613;13,27423;-721,8641;0,546708;-0,2480536;-0,2180052;41,21809;-16,61161;5,820832;1006,204
50,4185071;-21,32477;7,812517;-720,0908;0,7209083;-0,1320849;-0,4226745;41,21809;-16,61161;5,820832;1006,206
50,43876219;-19,65369;4,844197;-724,7994;0,8254925;-0,8160998;-0,6068425;41,21809;-16,61161;5,820832;1006,206
50,45901775;-14,33097;5,912792;-721,0081;1,032921;-0,6025863;-0,2012917;45,90863;12,60653;6,331239;1006,205
50,47927284;-17,11612;8,881112;-717,8282;1,316212;-0,868615;-0,1695816;45,90863;12,60653;6,331239;1006,205
50,49952793;-17,36368;6,862654;-717,3391;1,594383;-0,4088279;-0,2353669;32,04152;39,52217;7,256435;1006,21
50,51725149;-13,40259;6,44709;-719,357;1,76655;-0,7151547;-0,2751399;32,04152;39,52217;7,256435;1006,21
50,55775786;-9,627181;10,18717;-718,6232;2,214286;-0,3006985;-0,2621588;5,664699;53,75575;8,162144;1006,211
50,57801342;-9,193936;9,593509;-722,8426;2,198984;-0,3523725;-0,1670336;5,664699;53,75575;8,162144;1006,214
50,59826851;-5,418523;5,61596;-720,4577;2,386437;0,09176068;-0,341889;-23,54998;49,79627;8,817561;1006,214
50,6185236;-10,36989;12,02753;-717,8282;2,33605;0,4431316;-0,3111917;-23,54998;49,79627;8,817561;1006,213
50,63877916;-10,18421;13,74916;-713,7924;2,237653;0,6256266;-0,2443999;-23,54998;49,79627;8,817561;1006,213
50,65903378;-9,070152;10,95894;-712,6305;2,226604;1,036066;-0,6034985;-44,5658;30,77097;9,406384;1006,213
50,67928886;-8,513124;15,53015;-711,4686;1,924665;1,16122;-0,2661314;-44,5658;30,77097;9,406384;1006,213
50,69954443;-11,42205;21,88235;-708,4111;1,580628;1,05716;-0,1641439;-49,63491;2,230104;8,45605;1006,213
50,71726751;-15,38314;17,13304;-709,5118;1,447786;1,1882;-0,2145707;-49,63491;2,230104;8,45605;1006,213
50,7375226;-15,94017;19,3296;-711,5909;1,421256;1,413939;-0,02958475;-49,63491;2,230104;8,45605;1006,213
50,75777388;-15,01179;13,68979;-709,0226;1,201708;0,965489;-0,2110857;-37,91128;-24,6609;7,576655;1006,208
50,77802944;-18,47774;12,68056;-708,2888;0,8816664;0,8288394;-0,2523095;-37,91128;-24,6609;7,576655;1006,208
50,79828453;-19,5299;19,62643;-710,0622;0,5370415;1,187948;-0,1321552;-11,54481;-39,9392;6,298916;1006,208
50,83879519;-20,76774;10,6621;-707,0659;0,4023292;0,5741329;-0,2191721;-11,54481;-39,9392;6,298916;1006,204
50,85905027;-18,60152;12,265;-708,1666;0,3518697;0,2348416;-0,2337517;16,9242;-37,81365;5,292968;1006,204
50,87930584;-19,46801;10,00907;-704,1918;0,4745077;0,1232522;-0,1039983;16,9242;-37,81365;5,292968;1006,204
50,89956045;-24,79073;7,871883;-703,2134;0,3369953;0,007282888;-0,3103548;39,05134;-20,51744;5,072678;1006,204
50,91728401;-18,7872;7,812517;-706,1486;0,4859843;-0,1243187;-0,3290255;39,05134;-20,51744;5,072678;1006,2
50,93753862;-19,40612;6,862654;-705,8428;0,6996039;-0,5487549;-0,4016321;39,05134;-20,51744;5,072678;1006,2
50,9577899;-14,82611;7,575051;-706,6989;1,045978;-0,6545169;-0,326729;45,8846;7,203468;5,54798;1006,205
50,97804546;-13,21692;9,296678;-705,3536;1,313071;-0,6227234;-0,1345535;45,8846;7,203468;5,54798;1006,205
51,01855564;-14,45476;4,191166;-697,8933;1,458268;-0,768591;-0,3427268;36,58029;35,53383;5,162238;1006,206
51,03881121;-10,55556;1,579045;-699,2386;1,869982;-0,4407905;-0,3407503;12,08294;52,26874;7,592113;1006,21
51,0590663;-8,141772;4,784831;-696,9149;2,016113;-0,3389611;-0,223777;12,08294;52,26874;7,592113;1006,21
51,09957695;-5,727983;7,337585;-698,1991;2,131751;0,01450267;-0,5153276;-16,45555;53,27158;8,19703;1006,217
51,11730003;-8,203665;15,29268;-700,2782;2,05409;0,151202;-0,3065061;-16,45555;53,27158;8,19703;1006,216
51,1375556;-9,193936;14,52092;-697,5264;2,250004;0,5785617;-0,3480972;-40,6756;37,53138;8,007792;1006,216
51,15780592;-9,936641;9,652876;-699,0552;2,298753;0,5968938;-0,4115856;-40,6756;37,53138;8,007792;1006,215
51,17806149;-9,379613;14,40219;-698,8105;2,129243;1,067071;-0,1476911;-40,6756;37,53138;8,007792;1006,215
51,19831657;-9,689073;15,76761;-697,2818;1,861613;1,293335;-0,2507755;-50,68149;10,83068;8,036283;1006,21
51,21857166;-9,750965;13,21486;-697,7099;1,814891;1,429262;-0,2895386;-50,68149;10,83068;8,036283;1006,21
51,23882723;-10,92691;20,87312;-695,4473;1,445146;1,402007;-0,2979202;-42,87792;-17,11976;7,248665;1006,208
51,25908232;-17,17801;12,6212;-696,6703;1,252164;1,115587;-0,1683328;-42,87792;-17,11976;7,248665;1006,208
51,27933788;-15,38314;17,60797;-694,3466;0,8540879;1,284521;-0,4136991;-42,87792;-17,11976;7,248665;1006,206
51,29959297;-13,52638;14,40219;-695,5696;0,5787001;1,277349;-0,2542089;-21,53548;-36,63547;6,109435;1006,206
51,31731606;-16,24963;14,63965;-692,7567;0,4855026;1,022161;-0,3417997;-21,53548;-36,63547;6,109435;1006,2
51,33757162;-17,73503;10,36527;-692,6956;0,2623111;0,6686911;-0,4197448;7,296104;-40,89572;5,078725;1006,2
51,35782194;-19,77747;12,265;-690,1273;0,5721097;0,5050125;-0,2027967;7,296104;-40,89572;5,078725;1006,199
51,37807751;-19,5918;10,06844;-690,7999;0,5141234;0,2579464;-0,3885266;7,296104;-40,89572;5,078725;1006,199
51,3983326;-18,72531;4,666098;-690,1273;0,5591493;0,07359619;-0,3718716;32,2796;-28,29907;4,071589;1006,193
51,41858769;-20,08693;13,57106;-688,9042;0,3673595;-0,04137373;-0,136161;32,2796;-28,29907;4,071589;1006,193
51,43884325;-21,81991;10,30591;-690,9222;0,2926784;-0,571162;-0,3917435;45,09169;-3,841274;3,619341;1006,188
51,45909834;-16,06395;4,191166;-689,4546;0,8068155;-0,436592;-0,1318512;45,09169;-3,841274;3,619341;1006,188
51,47935391;-18,7872;7,10012;-690,0661;0,7905896;-0,672464;-0,2788826;45,09169;-3,841274;3,619341;1006,19
51,51733208;-12,84557;1,99461;-686,0302;1,396874;-0,6844665;-0,3924058;42,31016;24,41962;4,296977;1006,188
51,53758764;-13,27881;3,656869;-686,764;1,581835;-0,7045432;-0,2456166;23,40722;46,42101;4,922709;1006,188
51,55783796;-11,54583;9,059212;-687,4978;1,825993;-0,5833257;-0,1352894;23,40722;46,42101;4,922709;1006,19
51,57809353;-10,12232;7,040753;-686,5194;2,233095;-0,6234788;-0,2522601;23,40722;46,42101;4,922709;1006,19
51,59834862;-8,946368;0,2136182;-687,0698;2,696448;-0,5156137;-0,4470503;-3,636344;54,95758;6,263876;1006,195
51,61860418;-10,92691;7,10012;-685,6633;2,189536;-0,1495023;-0,4870566;-3,636344;54,95758;6,263876;1006,195
51,65911436;-7,646636;6,268991;-683,1561;2,167352;0,5723258;-0,2759472;-30,4037;46,30669;6,900825;1006,193
51,67936993;-7,894204;3,360037;-681,872;2,288778;0,6647739;-0,7034221;-30,4037;46,30669;6,900825;1006,19
51,7173481;-7,77042;10,12781;-681,6885;1,904763;1,005805;-0,3131115;-47,14367;24,71481;7,036713;1006,194
51,73760271;-7,275284;14,52092;-682,9727;1,700213;1,411401;-0,2152268;-49,32275;-3,489091;6,465075;1006,194
51,75785399;-11,17448;20,63566;-684,9295;1,543389;1,343542;-0,2522552;-49,32275;-3,489091;6,465075;1006,191
51,77810955;-15,19746;17,07368;-683,9511;1,10818;1,141068;-0,2615264;-49,32275;-3,489091;6,465075;1006,191
51,81862021;-21,1391;16,48001;-681,444;0,71841;0,9576091;-0,1698934;-34,42472;-27,90286;5,05648;1006,195
51,83887529;-21,51045;13,27423;-678,0195;0,4793653;0,916761;-0,2549684;-9,086657;-40,71296;4,226033;1006,19
51,85913038;-19,77747;14,22409;-676,7354;0,2870596;0,6979282;-0,2631028;-9,086657;-40,71296;4,226033;1006,19
51,87938595;-19,46801;14,34282;-675,0844;0,1522495;0,5700299;-0,3303066;-9,086657;-40,71296;4,226033;1006,192
51,89710903;-21,07721;11,3745;-673,4333;0,07862751;0,3038749;-0,2890361;18,63635;-37,84455;2,787563;1006,192
51,91736364;-21,20099;7,693784;-675,0844;0,1648298;0,1340016;-0,3199191;18,63635;-37,84455;2,787563;1006,188
51,93761873;-21,32477;8,346815;-674,962;0,3456813;-0,02805075;-0,3170315;38,98945;-19,85272;2,663588;1006,188
51,95787001;-16,93044;5,319128;-677,6526;0,5981009;-0,05526428;-0,4896023;38,98945;-19,85272;2,663588;1006,187
51,97812557;-14,64043;2,469542;-676,4908;0,5839797;-0,4720369;-0,5553913;38,98945;-19,85272;2,663588;1006,187
51,99838066;-16,62098;6,387723;-675,8793;0,6310404;-0,7941718;-0,4214378;46,49603;7,185503;3,129399;1006,19
52,01863623;-11,23637;3,241305;-673,4333;0,9639323;-0,6951993;-0,3252639;46,49603;7,185503;3,129399;1006,19
52,07940102;-10,36989;3,300671;-666,3399;1,600023;-0,5631421;-0,180912;37,63935;34,10292;3,503965;1006,194
52,09712458;-8,760693;4,487998;-668,847;1,791847;-0,5787035;-0,3035753;14,81585;50,8114;4,315498;1006,194
52,11737967;-7,46096;1,460313;-669,4586;2,215711;-0,3576614;-0,5427123;14,81585;50,8114;4,315498;1006,199
52,13763475;-11,48394;6,387723;-670,4981;2,175972;-0,3505507;-0,6525984;-12,60937;53,95074;5,260866;1006,199
52,17814159;-10,49367;13,98662;-664,75;1,92515;0,2039339;-0,2815305;-12,60937;53,95074;5,260866;1006,198
52,19839668;-8,451233;5,378494;-665,2392;2,075248;0,3242674;-0,4709643;-37,16399;41,71732;6,256166;1006,202
52,23890686;-7,337176;13,33359;-667,0737;1,959585;0,8437303;-0,2886474;-50,05823;17,99303;5,881889;1006,197
52,25916195;-9,193936;12,38373;-667,1348;1,650688;1,017852;-0,2751295;-50,05823;17,99303;5,881889;1006,197
52,27941704;-14,70233;12,79929;-668,1132;1,64084;1,156598;-0,3957102;-47,94801;-8,848598;5,271663;1006,195
52,2971406;-14,02151;11,61197;-667,1348;1,453118;1,287665;-0,4060345;-47,94801;-8,848598;5,271663;1006,195
52,31739569;-14,02151;20,81376;-665,0557;0,8771311;1,26001;-0,280177;-47,94801;-8,848598;5,271663;1006,198
52,33765078;-15,01179;16,77684;-663,955;0,9541441;1,099135;-0,07182478;-30,52668;-31,50993;4,239365;1006,198
52,39841223;-17,11612;9,059212;-664,0773;0,5785298;0,8198652;-0,3725658;-3,780255;-41,51398;3,295048;1006,188
52,41866732;-18,29206;13,68979;-662,4874;0,4999838;0,5218061;-0,2992393;-3,780255;-41,51398;3,295048;1006,188
52,47943306;-19,46801;11,0183;-661,7536;0,2424465;-0,1652832;-0,1099316;41,84853;-15,96233;1,751069;1006,184
52,49715662;-15,81638;7,396952;-661,6313;0,3979079;-0,354073;-0,1976269;41,84853;-15,96233;1,751069;1006,184
52,51741171;-15,56882;8,524914;-660,286;0,3053191;-0,6026155;-0,3926433;41,84853;-15,96233;1,751069;1006,185
52,53766728;-18,72531;5,734693;-659,2465;0,6153899;-0,7510178;-0,349069;46,10857;9,701936;2,296491;1006,185
52,5579176;-11,66962;5,319128;-658,1458;0,9547695;-0,357807;-0,2613915;46,10857;9,701936;2,296491;1006,185
52,57817268;-9,008261;1,400946;-657,9012;1,214601;-0,8711781;-0,2552836;35,83331;36,26577;2,324221;1006,185
52,67944861;-10,06042;5,972158;-656,189;2,208628;-0,2297277;-0,4012288;-14,7856;53,96999;4,041306;1006,188
52,69717169;-6,780148;4,369266;-655,6998;1,976263;0,007757443;-0,4409654;-14,7856;53,96999;4,041306;1006,188
52,71742725;-3,871223;0,5698166;-653,743;2,252158;0,2827694;-0,4264607;-14,7856;53,96999;4,041306;1006,192
52,73768234;-5,356631;10,06844;-653,9875;2,218103;0,5655448;-0,2967883;-37,93016;41,41386;5,072004;1006,192
52,79844427;-9,874749;15,47078;-654,4156;1,785942;0,9898539;-0,2594632;-50,38446;17,25702;5,134564;1006,191
52,81869936;-11,97908;13,68979;-655,6998;1,567114;1,285758;-0,4188256;-50,38446;17,25702;5,134564;1006,191
52,83895397;-13,65016;14,93649;-653,1315;1,392192;1,067985;-0,356767;-47,24623;-9,598728;3,995948;1006,188
52,85920954;-13,21692;19,74516;-652,4588;1,095603;1,024911;-0,2638884;-47,24623;-9,598728;3,995948;1006,188
52,87946463;-14,39287;17,13304;-650,8077;0,9058311;1,026353;-0,2117418;-30,55962;-31,88346;2,976678;1006,188
52,89718771;-17,17801;13,68979;-651,725;0,7562438;1,110948;-0,2440961;-30,55962;-31,88346;2,976678;1006,188
52,93769836;-20,02504;17,19241;-650,4409;0,1919332;0,8479843;-0,2086878;-4,903715;-41,13666;2,493443;1006,188
52,95794964;-17,30179;16,36128;-648,9733;0,000776287;0,6305259;-0,2809239;-4,903715;-41,13666;2,493443;1006,185
52,97820425;-20,45828;15,11458;-647,1999;0,08831706;0,4093385;-0,3243337;21,48418;-36,77827;1,51594;1006,185
52,99845982;-19,77747;9,712242;-645,2431;0,06557231;0,1194276;-0,333941;21,48418;-36,77827;1,51594;1006,187
53,01871491;-17,9826;6,387723;-644,5704;0,3703612;-0,05660586;-0,3262261;21,48418;-36,77827;1,51594;1006,187
53,03896999;-19,40612;7,634418;-645,7935;0,3051082;-0,1085768;-0,4599922;41,07978;-18,10682;0,5170135;1006,186
53,05922556;-13,46449;5,141029;-647,7502;0,4133742;-0,3740612;-0,3228012;41,07978;-18,10682;0,5170135;1006,186
53,07948065;-15,75449;6,625189;-646,038;0,5289794;-0,71988;-0,1859315;46,45364;7,54666;1,481755;1006,191
53,09720373;-13,89773;10,95894;-645,3043;0,6080303;-0,9733779;-0,1321855;46,45364;7,54666;1,481755;1006,191
53,11745834;-17,61125;2,707007;-645,5488;0,9668322;-1,075474;-0,2304077;46,45364;7,54666;1,481755;1006,194
53,13771391;-15,6926;0,332351;-643,2863;1,093391;-0,7429925;-0,2687477;37,58657;33,358;1,484736;1006,194
53,15796518;-12,16475;0,5104502;-644,0201;1,378139;-0,71911;-0,2204575;37,58657;33,358;1,484736;1006,202
53,19847584;-10,55556;-0,4987786;-647,5668;1,966569;-0,7327027;-0,4422491;16,92657;50,78139;3,004334;1006,212
53,21873093;-8,38934;0,8072822;-645,9158;2,186962;-0,5179298;-0,5983182;16,92657;50,78139;3,004334;1006,212
53,23898554;-11,7934;6,150258;-645,5488;2,350679;-0,2437833;-0,4635875;-10,15032;54,95638;3,175056;1006,214
53,25924063;-10,61745;12,50246;-643,4697;2,191422;0,03130716;-0,2459048;-10,15032;54,95638;3,175056;1006,214
53,27949619;-8,760693;5,319128;-641,2683;2,124416;0,1976817;-0,3126144;-34,40762;44,55859;3,770832;1006,217
53,29721928;-4,923388;10,484;-639,5562;2,336145;0,6348967;-0,2140308;-34,40762;44,55859;3,770832;1006,217
53,31747437;-6,470688;10,89957;-638,6389;1,963096;0,754593;-0,3632309;-34,40762;44,55859;3,770832;1006,217
53,33772993;-3,623655;11,07767;-638,3943;1,858993;0,7557917;-0,1399304;-49,01577;22,57205;3,420716;1006,22
53,35798121;-10,61745;14,93649;-641,3295;1,669923;0,8925819;-0,2195922;-49,01577;22,57205;3,420716;1006,22
53,37823582;-17,54936;12,73993;-639,5562;1,594521;1,149009;-0,2531076;-49,41789;-3,811491;2,797755;1006,218
53,39849091;-15,6926;15,17395;-636,7432;1,250145;1,62968;-0,459115;-49,41789;-3,811491;2,797755;1006,218
53,41874647;-11,17448;17,48924;-635,3979;1,023873;1,405268;-0,268369;-49,41789;-3,811491;2,797755;1006,22
53,43900156;-11,66962;21,28869;-633,6857;0,718861;1,010313;-0,2089436;-35,52773;-27,22618;2,669637;1006,22
53,47951222;-19,46801;14,46155;-634,9088;0,5201488;0,9242252;-0,09917469;-12,03873;-40,692;1,440476;1006,211
53,49723482;-16,12584;11,07767;-634,6641;0,5889422;0,8157245;-0,1987226;-12,03873;-40,692;1,440476;1006,211
53,51748991;-14,70233;15,76761;-636,4987;0,1396859;0,6607759;-0,1235532;-12,03873;-40,692;1,440476;1006,211
53,537745;-17,85882;8,999846;-634,7864;0,2323232;0,5111016;-0,261319;13,96897;-38,84698;0,04622459;1006,21
53,55799627;-19,96315;9,771608;-635,0922;0,2124968;0,1325266;-0,3541748;13,96897;-38,84698;0,04622459;1006,21
53,57825184;-17,36368;9,474776;-634,4196;0,2180378;0,1354997;-0,2987801;35,71737;-24,43203;-0,5248718;1006,204
53,59850693;-16,00206;4,96293;-636,1317;0,2241748;-0,0484319;-0,3236409;35,71737;-24,43203;-0,5248718;1006,204
53,61876154;-12,72178;3,834968;-633,4411;0,4507636;-0,4335313;-0,2880684;45,73323;-0,6746683;-0,08908939;1006,202
53,63901711;-13,58827;5,794059;-632,0347;0,4501128;-0,7364309;-0,2401906;45,73323;-0,6746683;-0,08908939;1006,202
53,65927219;-14,39287;8,524914;-629,6498;0,545072;-0,5592779;-0,250199;45,73323;-0,6746683;-0,08908939;1006,2
53,69725084;-12,04097;0,2729846;-628,0599;1,170034;-0,7024133;-0,3535371;41,8366;25,0813;0,1875019;1006,205
53,73776054;-14,82611;-4,001396;-629,7721;1,589675;-0,6346405;-0,4715936;25,45571;46,38078;1,20736;1006,204
53,75801182;-14,1453;3,122572;-628,6103;1,499286;-0,5334775;-0,4297197;25,45571;46,38078;1,20736;1006,204
53,77826691;-9,874749;5,497227;-627,0204;1,739158;-0,3069338;-0,4634685;0,5459528;55,1979;2,120888;1006,212
53,79852247;-9,008261;6,565823;-626,5312;2,000787;-0,13344;-0,3514081;0,5459528;55,1979;2,120888;1006,212
53,81877756;-8,884477;8,287449;-626,3477;2,018467;-0,07170931;-0,1360795;-24,76122;50,1484;2,257254;1006,211
53,83903313;-6,84204;4,547365;-624,3298;2,17315;0,1849894;-0,4183141;-24,76122;50,1484;2,257254;1006,211
53,85928774;-5,727983;13,03676;-622,4341;1,965831;0,3821415;-0,2027545;-24,76122;50,1484;2,257254;1006,213
53,87954283;-3,437979;2,053977;-620,6608;2,174475;0,6133566;-0,3652982;-44,3561;32,8882;3,245929;1006,213
53,89726591;-5,789876;9,652876;-622,4952;1,844171;0,8626758;-0,1932706;-44,3561;32,8882;3,245929;1006,209
53,91752148;-3,871223;6,743922;-621,6392;1,795284;0,9804345;-0,4471331;-50,82014;8,660519;2,737367;1006,209
53,93777657;-6,22312;16,42064;-621,6392;1,522495;1,020418;-0,1142176;-50,82014;8,660519;2,737367;1006,209
53,95802784;-12,04097;19,92326;-620,0493;1,200235;0,9412874;-0,2136986;-50,82014;8,660519;2,737367;1006,209
53,97828245;-13,65016;14,34282;-621,4557;1,274428;1,108185;-0,2929833;-43,75001;-16,39761;1,944502;1006,205
53,99853754;-15,38314;12,79929;-618,3982;0,8618313;1,082887;-0,2705296;-43,75001;-16,39761;1,944502;1006,205
54,01879311;-13,58827;18,6172;-618,1536;0,7220296;1,244591;-0,1750511;-25,22437;-35,20601;0,8605652;1006,205
54,0390482;-13,95962;14,75839;-618,0313;0,4288324;1,033477;-0,1709626;-25,22437;-35,20601;0,8605652;1006,205
54,05930376;-16,86855;8,049983;-617,8478;0,4382434;0,9770224;-0,4342452;-25,22437;-35,20601;0,8605652;1006,205
54,09728146;-19,96315;12,73993;-616,0134;0,1757182;0,6380507;-0,1178743;0,06557894;-41,50976;0,3637867;1006,201
54,11753655;-21,1391;12,14626;-615,1572;0,2770697;0,3766703;-0,1858919;24,30961;-34,67266;-0,6490121;1006,201
54,13779211;-17,30179;9,059212;-615,2184;-0,0184595;0,09238727;-0,2566627;24,30961;-34,67266;-0,6490121;1006,202
54,15804339;-16,68287;7,93125;-613,7508;0,001253145;0,008644521;-0,2778705;24,30961;-34,67266;-0,6490121;1006,202
54,17829847;-14,57854;5,319128;-613,3228;0,3110613;-0,02033314;-0,3271987;41,40556;-16,33863;-1,148735;1006,201
54,19855356;-15,07368;4,428632;-614,9738;0,3852814;-0,237531;-0,269218;41,40556;-16,33863;-1,148735;1006,201
54,21880817;-14,26908;4,666098;-612,9559;0,4055832;-0,7991529;-0,4663292;46,39034;8,640624;-0,9937229;1006,196
54,23906374;-11,60773;5,794059;-609,4703;0,5530707;-0,6710545;-0,2382801;46,39034;8,640624;-0,9937229;1006,196
54,25931883;-11,42205;7,040753;-611,5494;0,8337212;-0,5241178;-0,08231983;46,39034;8,640624;-0,9937229;1006,2
54,27957439;-8,946368;4,309899;-607,697;0,9562545;-0,668867;-0,1591475;38,58511;33,33905;-0,1824799;1006,2
54,29729748;-12,22665;0,629183;-608,9811;1,268041;-0,8087696;-0,2904693;38,58511;33,33905;-0,1824799;1006,199
54,31755209;-14,39287;0,8666486;-606,9631;1,416959;-0,8770229;-0,3504984;18,34341;49,65144;0,9563727;1006,199
54,35805845;-7,894204;7,515685;-608,7977;1,674185;-0,5143412;-0,2694566;18,34341;49,65144;0,9563727;1006,205
54,37831402;-8,451233;4,96293;-606,5963;1,878403;-0,2841963;-0,5148618;-6,652129;55,27484;1,008636;1006,205
54,39856911;-7,894204;9,652876;-606,9631;1,878148;-0,1421264;-0,2918702;-6,652129;55,27484;1,008636;1006,205
54,41882372;-5,047171;6,743922;-606,1071;2,07439;0,1779147;-0,2346664;-30,51959;47,02389;2,403443;1006,208
54,43907881;-4,799603;4,96293;-600,2366;2,166408;0,4043833;-0,2832377;-30,51959;47,02389;2,403443;1006,208
54,45933437;-7,584744;11,25577;-600,8481;1,839659;0,4850522;-0,3045947;-30,51959;47,02389;2,403443;1006,207
54,47705746;-7,275284;16,24254;-599,3806;1,748809;0,5467207;-0,1059507;-46,90196;28,61655;2,065424;1006,207
54,49731302;-8,513124;6,625189;-600,9093;1,796358;0,856932;-0,5244111;-46,90196;28,61655;2,065424;1006,209
54,53782272;-10,49367;14,63965;-598,5244;1,378149;0,9988682;-0,2786816;-50,85523;4,053231;1,505437;1006,206
54,558074;-10,67935;15,64888;-599,0136;1,187972;1,222859;-0,2857307;-50,85523;4,053231;1,505437;1006,206
54,57832909;-13,40259;17,25177;-599,1359;1,09137;1,098537;-0,209198;-42,36454;-19,9761;1,117772;1006,206
54,59858465;-17,05422;14,16472;-602,438;0,9158064;1,031079;-0,3081985;-42,36454;-19,9761;1,117772;1006,206
54,61883974;-17,36368;17,48924;-607,3912;0,7365668;1,20055;-0,1804225;-23,11436;-36,64727;-0,4403458;1006,204
54,63909435;-14,94989;13,39296;-609,2257;0,397124;1,081414;-0,1398299;-23,11436;-36,64727;-0,4403458;1006,204
54,65934944;-12,72178;14,34282;-609,5926;0,2078352;0,8718839;-0,06067581;-23,11436;-36,64727;-0,4403458;1006,207
54,677073;-13,83584;17,37051;-605,679;0,04144775;0,4764213;-0,06489631;1,808817;-41,59691;-0,9390788;1006,207
54,69732809;-13,77395;12,68056;-597,6072;-0,03118551;0,3275925;-0,2510298;1,808817;-41,59691;-0,9390788;1006,205
54,71758366;-19,40612;7,278219;-587,4562;-0,05115131;0,1651096;-0,5390576;25,31995;-34,01479;-1,878255;1006,205
54,73783827;-17,92071;6,209624;-581,4024;0,01377027;-0,07712332;-0,3703517;25,31995;-34,01479;-1,878255;1006,199
54,75808954;-16,74476;5,378494;-579,0175;0,03783111;-0,130764;-0,3132547;25,31995;-34,01479;-1,878255;1006,199
54,77834463;-13,52638;7,871883;-579,5068;0,08708186;-0,1935977;-0,2622909;41,7521;-15,61005;-1,984421;1006,197
54,79859972;-11,60773;5,319128;-580,8521;0,2360988;-0,2317862;-0,2733706;41,7521;-15,61005;-1,984421;1006,197
54,81885529;-9,750965;1,816511;-580,4852;0,2610723;-0,676735;-0,4395954;46,35721;7,898938;-2,253736;1006,198
54,8391099;-10,61745;1,935244;-580,7297;0,5415822;-0,5600179;-0,0612369;46,35721;7,898938;-2,253736;1006,198
54,85936499;-13,58827;4,725464;-579,1398;0,5379192;-0,5387494;-0,08124872;38,5298;30,81446;-2,25205;1006,202
54,87708807;-14,76422;6,803288;-584,3987;0,7634895;-0,7570675;-0,1969432;38,5298;30,81446;-2,25205;1006,202
54,89734364;-16,31152;4,369266;-588,3735;0,9261947;-0,5286109;-0,2250382;38,5298;30,81446;-2,25205;1006,206
54,91759872;-14,51665;3,360037;-590,8195;1,179174;-1,017592;-0,4572121;21,10632;49,24204;-1,188995;1006,206
54,93785429;-8,575017;2,291442;-591,3699;1,621857;-0,7573117;-0,2725432;21,10632;49,24204;-1,188995;1006,212
54,97836018;-10,49367;4,1318;-601,0927;1,584788;-0,4114303;-0,3827714;-2,007366;55,58791;0,526897;1006,214
55,01887035;-10,36989;12,56183;-612,4055;1,833267;-0,09468376;-0,2654222;-26,6296;50,1644;1,094419;1006,219
